,Temperature,Humidity,pH,Rainfall,Label
275,27.39489579,83.31172003,5.719014989,92.78133617,Banana
276,25.08347445,80.261731,6.27557229799999,94.32961456,Banana
277,26.6719835,76.48541655,6.275384607,91.73358569,Banana
278,25.44926208,79.49221962,6.201911642,100.6619171,Banana
279,28.22776705,80.6430384,5.758054257,98.00403016,Banana
280,28.1279508999999,77.48247073,6.323933647,103.5045395,Banana
281,28.9470467,82.1888998,5.901100841,95.83016448,Banana
282,27.96236771,84.15403614,5.644486582,97.55986676,Banana
283,28.00316034,78.90085998,6.235461772,94.68180316,Banana
284,29.1400919,80.1190228,6.28236237,90.45142867,Banana
285,27.9122104,83.36307683,6.356090905,90.24211529,Banana
286,25.43480512,81.53977797,5.837258235,96.47800391,Banana
287,28.55980972,84.51602322,5.653437902,111.0843029,Banana
288,26.59580783,82.99556744,5.727469947,100.5123341,Banana
289,27.19711623,77.3970629,6.20011106799999,99.46950465,Banana
290,25.29391516,79.29122198,5.614471478,105.4220251,Banana
291,29.90888522,76.98740841,6.257369799,91.99964712,Banana
292,27.94972463,76.63713353,6.037430836,109.0921631,Banana
293,25.01018457,78.76260938,5.760457558,108.3690513,Banana
294,29.21144871,84.70189923,6.158164422,108.5501443,Banana
295,27.35911627,84.54625006,6.38743138299999,90.81250457,Banana
296,28.0106804,76.52808057,5.891413895,103.7040783,Banana
297,28.67208915,82.20793613,5.725418961,94.37987496,Banana
298,27.34585147,78.4873834999999,6.281069505,92.15524332,Banana
299,29.50704598,78.20585613,5.50764177799999,98.12565829,Banana
300,25.52468965,72.24850829,6.002524871,151.8869972,Jute
301,26.59104992,82.94164078,6.033485257,161.2469997,Jute
302,25.29781791,86.8870535,7.12193357899999,196.6249511,Jute
303,25.72100868,88.16513579,6.207459637,175.608669699999,Jute
304,23.58419277,72.00460848,6.090060478,190.4242157,Jute
305,25.31042337,72.01364411,6.346715209,190.5577618,Jute
306,23.41798979,85.08640476,6.661957897,185.7446728,Jute
307,24.35564134,88.80391021,6.176860192,169.1168028,Jute
308,26.284017,75.14640198,7.251847296,182.2685447,Jute
309,25.13842773,83.12053888,6.38625997799999,169.3388465,Jute
310,24.88692811,71.91711523,7.319735475,150.2498675,Jute
311,25.75734909,88.36668522,6.025028997,189.4263485,Jute
312,23.12844351,74.68322732,6.344751947,199.8362913,Jute
313,24.9949957,88.95692783,7.02777956,151.4935635,Jute
314,25.21622704,70.88259632,7.299304715,195.8645552,Jute
315,24.39736241,79.26861738,7.014063944,164.2697011,Jute
316,23.31410442,71.4509053,7.48801440399999,164.4970373,Jute
317,25.72668885,81.86171563,6.626503893,191.9649389,Jute
318,26.96656378,78.21047693,6.239011,169.8391177,Jute
319,23.70467146,74.63745355,6.742688094,181.2783964,Jute
320,24.90075709,73.84186449,6.588017308,153.8990984,Jute
321,23.39605743,72.60512854,7.097586415,174.787641099999,Jute
322,26.8748389,79.78725152,6.95668274299999,173.1017097,Jute
323,23.1426498,74.99739774,7.380396262,151.9035477,Jute
324,24.29496635,77.62976013,6.176618831,184.9800516,Jute
325,24.39459498,89.89106506,6.551130445,197.1220049,Jute
326,25.7629429,80.76238215,6.427726565,174.5071843,Jute
327,25.4879684,84.48235878,6.740947635,168.7848886,Jute
328,25.37122686,76.2403666,6.130136384,183.8270791,Jute
329,26.21312799,81.70476368,6.667633355,180.1237765,Jute
330,24.30748599,78.54340987,6.186814392,186.2337571,Jute
331,23.76554749,87.98329901,6.334837865,150.316615199999,Jute
332,24.79853023,78.53037059,7.16214284,162.2847429,Jute
333,23.20683504,74.09956958,7.422318499,199.4766779,Jute
334,23.66805429,70.89000744,6.768001309,184.4633281,Jute
335,25.12417673,85.72530641,6.348441469,159.5718087,Jute
336,23.89069041,83.46409075,6.097294061,167.723063199999,Jute
337,23.09433785,81.45139295,6.14132902,196.6587013,Jute
338,24.21744605,82.85284045,7.479248124,166.136588599999,Jute
339,24.06475727,71.31342851,6.50917478899999,153.639021199999,Jute
340,24.85441411,74.4407047999999,6.57256106,175.572958,Jute
341,26.41915161,76.85691248,7.165696848,197.2101782,Jute
342,24.89326318,77.01222585,7.20745720799999,196.469984,Jute
343,23.25583402,82.7015932,7.124333547,166.2160846,Jute
344,24.7634518,87.06071115,6.463538707,179.1630865,Jute
345,24.97042599,78.62697699,6.856833064,166.6415254,Jute
346,26.12797248,80.49172597,7.132389299,150.6326874,Jute
347,25.97825807,81.65769588,6.23535763799999,163.3488091,Jute
348,26.2830571,73.35763537,6.704273839,186.6898282,Jute
349,26.38905406,83.31240346,7.433313409,176.1516409,Jute
350,25.2746335,73.7459581,6.109478059,168.0432282,Jute
351,23.09499564,78.45959697,7.095413294,155.3851533,Jute
352,25.79351957,81.76904006,6.35207678299999,193.2418382,Jute
353,23.17403323,87.88255345,6.658769991,160.6217342,Jute
354,25.63215038,79.95150917,7.051822472,182.2582277,Jute
355,25.848795,87.81661683,7.333143205,152.6194403,Jute
356,26.56767277,80.90424543,6.352771037,181.2915605,Jute
357,26.24532085,72.97198375,7.124050134,189.9711184,Jute
358,26.91515043,73.19897535,6.998787171,177.2233048,Jute
359,24.36972377,82.11319791,6.53791495799999,159.9210934,Jute
360,25.71901283,79.15532398,7.171054239,187.1735424,Jute
361,25.01157559,88.3313022999999,7.22826822799999,169.4168014,Jute
362,25.40785911,76.44048625,7.319952206,188.6372826,Jute
363,23.28081,74.27607475,6.61334134299999,153.7447398,Jute
364,23.98651719,82.09053379,6.096838784,167.0576456,Jute
365,24.48556447,83.20630007,6.13257052299999,192.2316221,Jute
366,25.86705009,84.09985284,7.36008498,154.839084699999,Jute
367,23.5643831,79.46283115,7.321619041,185.25947,Jute
368,24.2248758,74.89465426,7.175170657,192.4931257,Jute
369,25.49386782,86.97061481,7.299076163,176.5268267,Jute
370,24.97178693,79.47557931,6.84296647899999,195.7571622,Jute
371,24.80624984,82.09281674,6.35629556799999,156.3616174,Jute
372,23.16814977,76.66724969,6.508342839,157.1215052,Jute
373,24.25133493,89.86454053,7.098227926,175.1742112,Jute
374,26.58361011,78.00774772,6.310699968,154.8238864,Jute
375,26.82489244,78.20392774,7.093328631,153.919980699999,Jute
376,25.49674786,81.13449097,6.691074249,169.9288234,Jute
377,24.09874353,80.57226761,6.187746776,176.8604109,Jute
378,23.18866654,86.20899734,6.491506245,176.103677,Jute
379,26.24347471,78.51063754,6.855362875,183.4065252,Jute
380,23.75091572,71.14782585,7.124571593,160.0889553,Jute
381,26.13871511,79.1188943,6.067302109,171.4892533,Jute
382,26.14576648,71.23690851,6.432051512,193.1007598,Jute
383,26.91643698,73.48655995,6.253408852,171.4716375,Jute
384,26.5232969,77.17331847,7.28731872299999,157.8548562,Jute
385,23.81579631,80.94023552,7.161865733,190.312216,Jute
386,26.50838667,86.84264005,6.06589828299999,152.9801697,Jute
387,26.63952463,70.95705996,7.311077075,199.3355744,Jute
388,23.3250131,79.79609448,6.581693772,187.3096148,Jute
389,26.47549543,73.96164569,6.732826127,180.2513601,Jute
390,23.78756036,74.36794079,6.014572075,172.6442654,Jute
391,25.49941707,75.99987588,6.663559451,193.7141828,Jute
392,23.24925555,73.65346838,6.434610995,184.7674863,Jute
393,26.98582182,89.05587886,7.432768147,193.8778713,Jute
394,23.61475336,86.14290267,6.987332927,150.2355238,Jute
395,23.87484465,86.79261344,6.718725189,177.5147313,Jute
396,23.92887902,88.07112278,6.880204617,154.6608736,Jute
397,24.81441246,81.68688879,6.86106911,190.7886386,Jute
398,24.44743944,82.286484,6.7693455,190.9684885,Jute
399,26.57421679,73.81994896,7.26158085,159.3223075,Jute
400,28.05153602,63.49802189,7.604110177,43.35795377,Pulses
401,19.44084326,63.27771461,7.728832424,46.83130119,Pulses
402,29.84823072,60.63872613,7.491217102,46.80452595,Pulses
403,21.36383757,69.92375891,6.633864582,46.6352865,Pulses
404,26.28663931,68.51966729,7.324863481,46.13833007,Pulses
405,22.17499963,62.13873825,6.410441476,53.46622584,Pulses
406,26.57597546,60.97876599,7.836719564,50.89110726,Pulses
407,26.58972517,66.14007674,6.139215944,50.90994463,Pulses
408,19.1345771,62.57526895,6.590571088,36.46946971,Pulses
409,28.75273118,69.15640149,7.28604997799999,35.15426171,Pulses
410,25.78746268,60.2816298,6.058306161,49.14337177,Pulses
411,23.89271875,61.78779413,6.658605362,52.55730112,Pulses
412,28.67408774,63.18832976,7.299360767,42.96018627,Pulses
413,28.42062847,61.77336343,7.815210661,49.02366803,Pulses
414,21.35499456,62.60136323,5.925391795,41.78219834,Pulses
415,21.12695586,63.18738532,6.403683619,38.71834464,Pulses
416,24.02037872,61.62313345,7.397546271,49.78102578,Pulses
417,25.40474421,65.8567539,7.722335992,51.92057267,Pulses
418,29.03017561,64.49166566,7.475926645,54.9393771,Pulses
419,20.21368219,68.65257685,6.887130053,50.89732989,Pulses
420,29.19585548,68.01965728,7.441976825,44.93261911,Pulses
421,18.29783597,69.6897615,7.62991025299999,49.39111479,Pulses
422,27.41434987,63.41785982,7.336117221,44.43177543,Pulses
423,24.84063998,60.09116626,6.75020529,48.77790371,Pulses
424,29.94413861,67.31323084,7.52178027,40.37113729,Pulses
425,25.87990287,67.55109024,6.347379185,47.89645224,Pulses
426,20.0467711,65.84395319,7.135251532,46.05333124,Pulses
427,22.99451999,66.70897237,7.670178119,54.49044154,Pulses
428,25.13163619,66.92642362,7.399749291,49.04015558,Pulses
429,28.49584395,62.44616219,7.841496029,53.14531023,Pulses
430,18.28766124,69.48515056,6.254216611,48.60449438,Pulses
431,24.38041875,61.18458224,6.86888170799999,53.13946695,Pulses
432,21.31852148,66.43934593,7.320514721,45.42616802,Pulses
433,18.54141834,62.70637578,6.296976913,44.07819743,Pulses
434,25.28710601,60.85993533,7.241151936,49.37369982,Pulses
435,25.43459777,69.12613376,7.685959305,41.02682925,Pulses
436,28.83600962,69.76112921000001,6.890760124,44.08562546,Pulses
437,27.37659643,63.93927841,6.155915975,49.47371773,Pulses
438,28.31886863,60.19461399,6.167855382,45.36521251,Pulses
439,27.4818649,62.04814951,6.861640036,37.81123974,Pulses
440,18.28072173,68.10365387,6.978361689,48.80253285,Pulses
441,27.61204997,69.29786244,7.043160241,42.72374404,Pulses
442,23.43974653,63.22011726,5.94239222,45.40277297,Pulses
443,20.95628486,63.68128841,7.239455147,52.39881209,Pulses
444,23.7937153,68.03209183,6.516317561,49.73922097,Pulses
445,22.6371424,65.44544859,6.233269045,38.30411077,Pulses
446,21.53577883,65.47227704,7.505283615,35.75107592,Pulses
447,29.87854588,65.73085206,6.950300686,44.95654782,Pulses
448,25.2653291,67.10004577,6.958054839,48.33941188,Pulses
449,25.17885316,68.93307305,6.54803469,35.03484812,Pulses
450,24.12192608,61.09533545,6.461618577,44.23629285,Pulses
451,23.33565221,67.40460704,7.065264073,36.18678721,Pulses
452,21.74600081,63.39503184,6.765091462,50.43306085,Pulses
453,27.60195453,63.46170674,5.91645379,54.37814199,Pulses
454,24.388717,62.50453062,6.711341147,47.26052494,Pulses
455,24.98287462,66.895409,6.379881442,38.21370568,Pulses
456,28.234829,69.3159965,6.31328426799999,35.36831423,Pulses
457,26.03026959,69.55863145,7.393210848,37.11395801,Pulses
458,28.04849594,64.07691942,7.504930973,37.15824966,Pulses
